artist,date,genre,pixelsx,pixelsy,size_bytes,source,style,title,artist_group,in_train,new_filename
Walter Crane,,illustration,2191,3257,692907,wikiart,Neo-Romanticism,He ran toward the horse and seized the bridle,train_only,TRUE,67116.jpg
Giovanni Domenico Tiepolo,1757,mythological painting,2536,2813,527600,wikipedia,Rococo,"Mars, Venus and Cupid",train_and_test,TRUE,98192.jpg
Titian,1546,mythological painting,3200,2229,706229,wikiart,Mannerism (Late Renaissance),Danae,train_and_test,TRUE,12357.jpg
Konstantinos Volanakis,,landscape,2480,2876,1101634,wikiart,Impressionism,Before dusk,train_and_test,TRUE,70292.jpg
Margareta Sterian,,landscape,3131,2278,2126378,wikiart,Expressionism,Among the Muddy Volcanoes,train_and_test,TRUE,14399.jpg
Hieronymus Bosch,1480,religious painting,2908,2452,2302777,wikiart,Northern Renaissance,The Concert in the Egg,train_and_test,TRUE,81127.jpg
Claude Monet,1886,landscape,2376,3000,2035400,wikiart,Impressionism,The Mannerport near Etretat,train_and_test,TRUE,86389.jpg
Henri Rousseau,1895,portrait,2430,2933,5909618,wikipedia,Naïve Art (Primitivism),Boy on the Rocks ,train_and_test,TRUE,23327.jpg
Gustav Klimt,1913,cityscape,2712,2628,5044220,wikipedia,Art Nouveau (Modern),Chruch in Cassone,train_and_test,TRUE,16871.jpg
Auguste Herbin,1913,landscape,2953,2413,1518083,wikiart,Post-Impressionism,Paysage cubiste ,train_and_test,TRUE,93339.jpg
George Frederick Watts,c.1875,religious painting,1800,3955,4402999,wikiart,Symbolism,Eve Repentant,train_and_test,TRUE,86320.jpg
Paul Cezanne,1877,genre painting,3200,2223,968655,wikiart,Impressionism,The Obstpfluckerin,train_and_test,TRUE,40130.jpg
Niko Pirosmani,1915,genre painting,3416,2082,2673110,wikiart,Naïve Art (Primitivism),Saint George’s Day in Bolnisi (fragment),train_and_test,TRUE,52021.jpg
Konstantinos Volanakis,,landscape,4000,1778,2936987,wikiart,Realism,Elegant figures at the shore,train_and_test,TRUE,61312.jpg
Albrecht Durer,,portrait,2370,3000,809529,wikiart,Northern Renaissance,Portrait of a Woman (Creszentia Pirckheimer) ,train_and_test,TRUE,65984.jpg
Titian,c.1520,portrait,2517,2824,9254236,wikiart,High Renaissance,Man with a Glove,train_and_test,TRUE,56479.jpg
Alfred Sisley,1881,landscape,3200,2221,707450,wikiart,Impressionism,The Loing at Moret,train_and_test,TRUE,4808.jpg
Sandro Botticelli,c.1495,literary painting,3200,2220,1004253,wikiart,Early Renaissance,Calumny of Apelles,train_and_test,TRUE,7618.jpg
Francisco Goya,1814,history painting,3051,2328,2029323,wikiart,Romanticism,The Third of May 1808 (Execution of the Defenders of Madrid) ,train_and_test,TRUE,21957.jpg
Fernand Leger,1923,still life,2342,3031,945304,wikiart,Cubism,Mechanical compositions,train_and_test,TRUE,84338.jpg
Louise Elisabeth Vigee Le Brun,1782,portrait,2333,3042,828343,wikiart,Rococo,Portrait of Madame du Barry ,train_only,TRUE,83290.jpg
Frederic Leighton,1884,genre painting,2783,2550,2071115,wikiart,Academicism,Music Lesson,train_and_test,TRUE,84124.jpg
Shitao,1707,landscape,2164,3279,1445503,wikiart,Ink and wash painting,The Hermit lodge in the middle of the table,train_and_test,TRUE,86571.jpg
Edgar Degas,1879,portrait,2509,2824,1430423,wikiart,Impressionism,Diego Martelli ,train_and_test,TRUE,97509.jpg
Albrecht Durer,1498,self-portrait,2322,3051,1909094,wikiart,Northern Renaissance,Self-Portrait,train_and_test,TRUE,52497.jpg
Franz Xaver Winterhalter,1863,portrait,2321,3052,6223408,wikipedia,Neo-Rococo,"Portrait of Queen Sophie of Netherlands, born Sophie of Württemberg",train_and_test,TRUE,38298.jpg
Johannes Vermeer,c.1672,genre painting,2514,2817,3562593,wikiart,Baroque,A young woman seated at a virginal (A Lady Seated at a Virginal),train_and_test,TRUE,60071.jpg
Shitao,1693,landscape,2162,3275,1511430,wikiart,Ink and wash painting,The fishermen in the cliff,train_and_test,TRUE,85999.jpg
Albrecht Durer,,portrait,2360,3000,757619,wikiart,Northern Renaissance,Portrait of a Woman ,train_and_test,TRUE,13849.jpg
Claude Monet,1891,landscape,3000,2360,1628205,wikiart,Impressionism,Grainstack at Sunset,train_and_test,TRUE,9865.jpg
August Macke,1913,genre painting,2024,3498,626595,wikiart,Expressionism,Sunny way,train_and_test,TRUE,73262.jpg
Gustav Klimt,1905,symbolic painting,2706,2616,4286772,wikiart,Art Nouveau (Modern),The Three Ages of Woman,train_and_test,TRUE,30419.jpg
David Alfaro Siqueiros,,genre painting,2304,3072,3555037,wikiart,Muralism,Detail of fresque,train_and_test,TRUE,31053.jpg
Claude Lorrain,c.1635,landscape,3072,2304,3237679,wikiart,Classicism,"Roman Ideal Landscape with Cephalus, Procris, and Diana",train_and_test,TRUE,37477.jpg
William-Adolphe Bouguereau,c.1857,mythological painting,3072,2304,3076424,wikiart,Neoclassicism,Cupid on a sea monster,train_and_test,TRUE,94474.jpg
Frederic Leighton,c.1870,mythological painting,3792,1866,4921691,wikiart,Academicism,Hercules Wrestling with Death for the Body of Alcestis,train_and_test,TRUE,24197.jpg
Jean Auguste Dominique Ingres,1814,portrait,2400,2948,2680090,wikiart,Neoclassicism,Raphael and the Fornarina,train_and_test,TRUE,95581.jpg
Utagawa Kuniyoshi,1845,mythological painting,3829,1847,1496248,wikiart,Ukiyo-e,Mitsukini Defying the Skeleton,train_and_test,TRUE,34160.jpg
Lucas Cranach the Elder,1546,mythological painting,3200,2210,1000552,wikiart,Northern Renaissance,The Fountain Of Youth,train_and_test,TRUE,6891.jpg
Rembrandt,1630,religious painting,2326,3040,1527615,wikiart,Baroque,Jeremiah mourning over the Destruction of Jerusalem,train_and_test,TRUE,18870.jpg
Thomas Gainsborough,,portrait,2400,2946,796794,wikiart,Rococo,Joseph Gibbs,train_and_test,TRUE,64110.jpg
William-Adolphe Bouguereau,1884,allegorical painting,1870,3780,3541564,wikiart,Neoclassicism,Day,train_and_test,TRUE,88780.jpg
Giovanni Domenico Tiepolo,1757,mythological painting,2536,2787,511997,wikipedia,Rococo,Apollo and Diana,train_and_test,TRUE,87958.jpg
Vase with Fifteen Sunflowers,1888,flower painting,2301,3071,1591971,wikiart,Post-Impressionism,Still Life,train_and_test,TRUE,46066.jpg
Jean-Michel Basquiat,1983,figurative,5045,1400,1774803,wikiart,Neo-Expressionism,Undiscovered Genius of the Mississippi Delta,train_and_test,TRUE,31638.jpg
William-Adolphe Bouguereau,1901,allegorical painting,2220,3180,3020293,wikiart,Realism,Dream of Spring,train_and_test,TRUE,20316.jpg
Theophile Steinlen,1908,animal painting,3000,2353,677624,wikiart,Realism,Cats on the Sofa,train_and_test,TRUE,14390.jpg
Theophile Steinlen,1896,illustration,3000,2353,1316648,wikiart,Realism,La Rue Caulaincourt  ,train_and_test,TRUE,102948.jpg
Kimon Loghi,,landscape,2249,3138,2453609,wikiart,Impressionism,The Lake in the Forest,train_and_test,TRUE,15127.jpg
Albrecht Durer,,sketch and study,2352,3000,758117,wikiart,Northern Renaissance,Kneeling Apostle,train_and_test,TRUE,60098.jpg
Vittore Carpaccio,1509,religious painting,3200,2205,626349,wikiart,High Renaissance,St. Jerome and Lion in the Monastery,train_and_test,TRUE,61049.jpg
Thomas Gainsborough,,portrait,2400,2940,1115799,wikiart,Rococo,WC Stringer Lawrence,train_and_test,TRUE,78602.jpg
Gerard David,,religious painting,2351,3000,3049246,wikiart,Northern Renaissance,An Augustinian Friar Praying,train_and_test,TRUE,75059.jpg
Angelica Kauffman,,genre painting,2973,2371,480877,wikiart,Neoclassicism,The Townshend Family,train_only,TRUE,97886.jpg
Childe Hassam,1906,marina,3300,2136,3912858,wikiart,Impressionism,Surf and Rocks,train_and_test,TRUE,24766.jpg
Edgar Degas,1858,self-portrait,2254,3127,1106473,wikiart,Impressionism,Self Portrait in a Soft Hat,train_and_test,TRUE,95079.jpg
Shitao,1694,flower painting,2141,3292,1550270,wikiart,Ink and wash painting,The Daffodils,train_and_test,TRUE,90196.jpg
Albrecht Durer,,sketch and study,3000,2349,692848,wikiart,Northern Renaissance,Study of male hands and arms,train_and_test,TRUE,62551.jpg
Gustav Klimt,1898,portrait,2706,2604,3582113,wikiart,Symbolism,Sonja Knips,train_and_test,TRUE,58834.jpg
August Macke,1914,genre painting,2024,3480,500733,wikiart,Fauvism,Turkish Cafe (II),train_and_test,TRUE,2941.jpg
Vincent van Gogh,1888,sketch and study,2309,3050,2043305,wikiart,Post-Impressionism,Portrait of the Postman Joseph Roulin,train_and_test,TRUE,10639.jpg
Henry Raeburn,,portrait,2400,2934,869318,wikiart,Romanticism,John Home,train_and_test,TRUE,39534.jpg
Theophile Steinlen,1910,sketch and study,2208,3189,557252,wikiart,Art Nouveau (Modern),Nude with disheveled hair  ,train_and_test,TRUE,101348.jpg
Shitao,1694,landscape,2147,3279,1484289,wikiart,Ink and wash painting,Tete de Chou,train_and_test,TRUE,97018.jpg
Shitao,1690,genre painting,2155,3265,1763344,wikiart,Ink and wash painting,Crouched at the edge of the water,train_and_test,TRUE,43524.jpg
David Burliuk,1934,marina,3000,2344,2231979,wikiart,Post-Impressionism,Duty boats in the bay,train_and_test,TRUE,48691.jpg
Rudolf von Alt,1836,marina,2952,2382,3647628,wikiart,Romanticism,Torquato Tassos Vaterhaus in Sorrent bei Neapel,train_and_test,TRUE,47949.jpg
Thomas Gainsborough,1776,portrait,2400,2928,2617445,wikiart,Rococo,Portrait of Johann Christian Bach,train_and_test,TRUE,37109.jpg
Ivan Kramskoy,1878,portrait,2244,3131,10610496,wikiart,Realism,D. I. Mendeleev,train_and_test,TRUE,41261.jpg
Caspar David Friedrich,1835,allegorical painting,3000,2340,1741650,wikiart,Romanticism,The stages of life,train_and_test,TRUE,60737.jpg
Dumitru Ghiatza,1942,cityscape,2963,2369,2269947,wikiart,Post-Impressionism,Winter Landscape,train_and_test,TRUE,17274.jpg
Theophile Steinlen,1912,portrait,2339,3000,1004862,wikiart,Realism,Massaida  ,train_and_test,TRUE,7402.jpg
Louis Marcoussis,1941,still life,2269,3092,1290315,wikiart,Cubism,Poire verte et couteau ,train_and_test,TRUE,92991.jpg
Ferdinand Hodler,1894,sketch and study,2610,2688,4133194,wikiart,Symbolism,Lauterbrunnen Valley and dust stream in the moonlight,train_and_test,TRUE,72583.jpg
Vincent van Gogh,1888,landscape,2300,3050,2255845,wikiart,Post-Impressionism,Wheat Field with Sheaves and Arles in the Background ,train_and_test,TRUE,25444.jpg
Jean-Michel Basquiat,1982,figurative,2392,2932,1349253,wikiart,Neo-Expressionism,Charles the First,train_and_test,TRUE,91668.jpg
David Wilkie,1837,portrait,2400,2921,1484956,wikiart,Romanticism,Portrait of King William IV (1765-1837) ,train_and_test,TRUE,98443.jpg
Thomas Gainsborough,1770,portrait,2400,2921,1148151,wikiart,Rococo,Portrait of David Garrick,train_and_test,TRUE,85867.jpg
Utagawa Kuniyoshi,,portrait,2220,3157,1606013,wikiart,Ukiyo-e,The actor,train_and_test,TRUE,34352.jpg
George Frederick Watts,c.1880,religious painting,1760,3982,5038979,wikiart,Symbolism,She Shall be Called Woman,train_and_test,TRUE,10963.jpg
Charles-Francois Daubigny,1865,landscape,3630,1930,1901040,wikiart,Realism,Washerwomen at the Oise River near Valmondois,train_and_test,TRUE,94961.jpg
Margareta Sterian,,cityscape,2900,2415,2303562,wikiart,Expressionism,Easter in the Village,train_and_test,TRUE,92152.jpg
Shitao,1693,landscape,2130,3288,1663912,wikiart,Ink and wash painting,Creek in winter,train_and_test,TRUE,79034.jpg
Honore Daumier,1860,genre painting,2358,2970,1346514,wikiart,Romanticism,Advice to a Young Artist,train_and_test,TRUE,87423.jpg
Thomas Gainsborough,,portrait,2400,2918,1261492,wikiart,Rococo,"Portrait of John Russell, 4th Duke of Bedford",train_and_test,TRUE,76091.jpg
Theophile Steinlen,1893,illustration,2334,3000,766772,wikiart,Art Nouveau (Modern),Les Blanchisseuses ,train_and_test,TRUE,5923.jpg
James Tissot,c.1882,genre painting,2266,3090,5186863,wikiart,Realism,Hide and Seek,train_and_test,TRUE,5900.jpg
Edouard Vuillard,1894,genre painting,2448,2860,7557282,wikiart,Intimism,Breakfast,train_and_test,TRUE,50261.jpg
Bernardo Bellotto,1758,cityscape,3500,2000,1770206,wikiart,Rococo,The Fortress of Konigstein,train_and_test,TRUE,68518.jpg
Albrecht Altdorfer,1520,religious painting,2333,3000,5012140,wikiart,Northern Renaissance,Christ taking Leave of his Mother,train_and_test,TRUE,21360.jpg
Thomas Gainsborough,,portrait,2400,2916,764031,wikiart,Rococo,John Henderson,train_and_test,TRUE,3198.jpg
Berthe Morisot,1875,landscape,2930,2388,6141746,wikiart,Impressionism,Hanging the Laundry out to Dry,train_and_test,TRUE,81334.jpg
Katsushika Hokusai,,landscape,2196,3186,4367771,wikiart,Ukiyo-e,Ono waterfall at Kisokaido,train_and_test,TRUE,79869.jpg
Camille Corot,c.1868,genre painting,2133,3280,2025932,wikiart,Realism,The Artist's Studio,train_and_test,TRUE,9513.jpg
Camille Corot,c.1865,landscape,2990,2339,2677318,wikiart,Realism,In the Forest of Fontainebleau,train_and_test,TRUE,12934.jpg
Felix Vallotton ,1886,portrait,2205,3171,998682,wikiart,Art Nouveau (Modern),Portrait of Juliette Lacour (model),train_and_test,TRUE,36821.jpg
Mark Rothko,1970,abstract,2579,2711,9064469,wikiart,Color Field Painting,Untitled,train_and_test,TRUE,84846.jpg
Hieronymus Bosch,1485,religious painting,2863,2441,1154435,wikiart,Northern Renaissance,The Seven Deadly Sins and the Four Last Things,train_and_test,TRUE,4407.jpg
Thomas Gainsborough,c.1759,self-portrait,2400,2911,1317711,wikipedia,Rococo,Self portrait,train_and_test,TRUE,38176.jpg
Camille Corot,c.1868,portrait,2980,2344,2440945,wikiart,Realism,Young Girl Reading,train_and_test,TRUE,32599.jpg
Henri Fantin-Latour,1866,still life,2910,2400,5768439,wikiart,Realism,Still Life,train_and_test,TRUE,45167.jpg
Camille Corot,1835,landscape,3075,2271,2780327,wikiart,Realism,Bridge on the Saône River at Mâcon,train_and_test,TRUE,36748.jpg
Eugene Boudin,1864,genre painting,3430,2035,6715995,wikiart,Realism,The Beach at Villerville,train_and_test,TRUE,30144.jpg
Caspar David Friedrich,1825,landscape,3000,2326,2199105,wikiart,Romanticism,The Watzmann,train_and_test,TRUE,32386.jpg
Paul Cezanne,1892,still life,2024,3447,835410,wikiart,Post-Impressionism,Tulips in a Vase,train_and_test,TRUE,53821.jpg
Titian,1529,mythological painting,2764,2524,5597190,wikipedia,High Renaissance,The Feast of the Gods,train_and_test,TRUE,82314.jpg
Henry Raeburn,,portrait,2400,2906,611519,wikiart,Romanticism,Hugh William Williams,train_and_test,TRUE,95437.jpg
John Singer Sargent,1884,portrait,1895,3680,1445234,wikiart,Realism,Madame X (also known as Madame Pierre Gautreau),train_and_test,TRUE,11988.jpg
Utagawa Kuniyoshi,,battle painting,3831,1820,1531539,wikiart,Ukiyo-e,The moonlight fight between Yoshitsune and Benkei on the Gojobashi,train_and_test,TRUE,19771.jpg
Serge Poliakoff,1958,abstract,3000,2324,2431983,wikiart,Tachisme,"Composition bleue, jaune et grise ",train_only,TRUE,49488.jpg
Henry Raeburn,,portrait,2400,2905,574727,wikiart,Romanticism,Henry Mackenzie,train_and_test,TRUE,21624.jpg
John Singleton Copley,,portrait,2400,2904,1302061,wikiart,Neoclassicism," Portrait of George John Spencer, 2nd Earl Spencer",train_and_test,TRUE,37735.jpg
Koloman Moser,c.1912,flower painting,2634,2646,4615920,wikiart,Post-Impressionism,Primmeln in the basket,train_and_test,TRUE,70962.jpg
Shitao,1690,landscape,2124,3280,1654557,wikiart,Ink and wash painting,Sound of thunder in the distance,train_and_test,TRUE,13714.jpg
Ferdinand Hodler,1911,symbolic painting,4836,1440,4497986,wikiart,Art Nouveau (Modern),Unity,train_and_test,TRUE,66642.jpg
Jean Auguste Dominique Ingres,1807,portrait,2367,2941,2829278,wikiart,Neoclassicism,Half-figure of a Bather,train_and_test,TRUE,14736.jpg
Dante Gabriel Rossetti,1868,mythological painting,2358,2952,2587771,wikiart,Romanticism,Venus Verticordia,train_and_test,TRUE,17484.jpg
Francisco Goya,1812,still life,3200,2175,396778,wikiart,Romanticism,"Still life, plucked turkey and pan with fish",train_and_test,TRUE,94649.jpg
Rembrandt,1632,self-portrait,2256,3085,1556114,wikiart,Baroque,Self-portrait,train_and_test,TRUE,99375.jpg
Utagawa Kuniyoshi,,genre painting,2220,3134,2015409,wikiart,Ukiyo-e,The suicide of morozumi Masakiyo,train_and_test,TRUE,39449.jpg
Henri de Toulouse-Lautrec,1898,genre painting,2319,3000,2027471,wikiart,Post-Impressionism,Madame Poupoule at Her Dressing Table,train_and_test,TRUE,89047.jpg
Benjamin West,,portrait,2400,2898,1335354,wikiart,Rococo,William Markham,train_and_test,TRUE,9271.jpg
Raoul Dufy,1902,landscape,2272,3061,2149483,wikiart,Post-Impressionism,Landscape in Falaise,train_and_test,TRUE,68067.jpg
Edgar Degas,1879,genre painting,2179,3191,1288258,wikiart,Impressionism,Jockeys before the Start with Flagpoll,train_and_test,TRUE,43448.jpg
Richard Hamilton,1971,figurative,2226,3123,1118239,wikiart,,A Beautiful Little Shit for Dieter ,train_only,TRUE,26780.jpg
Theophile Steinlen,1916,,2317,3000,1287676,wikiart,,Vente de Charite,train_and_test,TRUE,30703.jpg
Hans Baldung,,religious painting,2317,3000,4128289,wikiart,Northern Renaissance,The Trinity and Mystic Pietà,train_and_test,TRUE,90844.jpg
Koloman Moser,c.1910,flower painting,2790,2490,3817608,wikiart,Post-Impressionism,Parrot tulips bloomed,train_and_test,TRUE,58184.jpg
George Frederick Watts,,portrait,2400,2894,1113486,wikiart,Academicism,Walter Crane,train_and_test,TRUE,59768.jpg
George Frederick Watts,1852,portrait,2400,2894,2914850,wikiart,Academicism,Julia Margaret Cameron,train_and_test,TRUE,63216.jpg
Theodor Severin Kittelsen,1891,landscape,2368,2933,1465696,wikiart,Neo-Romanticism,Lighthouses in the storm,train_and_test,TRUE,60683.jpg
Albrecht Durer,,sketch and study,3000,2315,811765,wikiart,Northern Renaissance,Garment studies,train_and_test,TRUE,48826.jpg
Ferdinand Hodler,1908,sketch and study,3306,2100,4609114,wikiart,Art Nouveau (Modern),Pulling soldiers,train_and_test,TRUE,25512.jpg
William-Adolphe Bouguereau,1895,portrait,2008,3456,261628,wikiart,Realism,Teen and Children,train_and_test,TRUE,28623.jpg
Koloman Moser,1912,still life,2634,2634,4451034,wikiart,Art Nouveau (Modern),Flower pot and ceramic jug,train_and_test,TRUE,66430.jpg
George Frederick Watts,,portrait,2400,2890,1263417,wikiart,Academicism,William Ewart Gladstone,train_and_test,TRUE,38380.jpg
Caspar David Friedrich,c.1828,landscape,2312,3000,2066692,wikiart,Romanticism,Oak tree in the snow,train_and_test,TRUE,19876.jpg
Caspar David Friedrich,1840,landscape,2312,3000,2926706,wikiart,Romanticism,The dreamer,train_and_test,TRUE,9378.jpg
Theophile Steinlen,1919,landscape,3000,2312,717645,wikiart,Art Nouveau (Modern),Landscape of Belmont  ,train_and_test,TRUE,35574.jpg
Matthias Grünewald,c.1519,religious painting,2343,2959,3527724,wikiart,Northern Renaissance,The Stuppach Madonna,train_and_test,TRUE,6672.jpg
